"ID","X","Y","Date","OCSKGM","type","top","OCSKGM2015","OCSKGM2014","OCSKGM2013","OCSKGM2012","OCSKGM2011","OCSKGM2010","OCSKGM2009","OCSKGM2008","OCSKGM2007","OCSKGM2006","OCSKGM2005"
"data1193",-62.695694,-37.8015,2010-08-25,7.4945551186277,"SP",0,7.4945551186277,7.4945551186277,7.4945551186277,7.4945551186277,7.4945551186277,7.4945551186277,7.4945551186277,7.4945551186277,7.4945551186277,7.4945551186277,7.4945551186277
"data1194",-62.4683,-32.4236,1971-04-21,6.61474558180073,"SP",0,6.14655388952087,6.14655388952087,6.14655388952087,6.14655388952087,6.14655388952087,6.14655388952087,6.14655388952087,6.14655388952087,6.14655388952087,6.14655388952087,6.14655388952087
"data1195",-63.5419,-31.2433,2007-06-15,4.0454759926582,"SP",0,4.08472115526298,4.07298927488427,4.06125739450556,4.04952551412685,4.03779363374814,4.02606175336943,4.01432987299072,4.00259799261202,3.99086611223331,3.93625623180841,3.88164635138352
"data1196",-64.0236,-32.4119,1985-03-20,8.22245316998545,"SP",0,5.78748055558547,5.78748055558547,5.78748055558547,5.78748055558547,5.78748055558547,5.78748055558547,5.78748055558547,5.78748055558547,5.78748055558547,5.78748055558547,5.78748055558547
"data1197",-64.6333,-34.9,1976-12-01,5.06512661730675,"SP",0,4.32521292105058,4.32521292105058,4.32521292105058,4.32521292105058,4.32521292105058,4.32521292105058,4.32521292105058,4.32521292105058,4.32521292105058,4.32521292105058,4.32521292105058
"data1198",-63.7228,-32.3547,1979-10-18,5.47893225640185,"SP",0,4.37843392338097,4.37843392338097,4.37843392338097,4.37843392338097,4.37843392338097,4.37843392338097,4.37843392338097,4.37843392338097,4.37843392338097,4.37843392338097,4.37843392338097
"data1199",-59.895278,-28.971389,1994-01-01,7.54817735076596,"SP",0,7.54817735076596,7.54817735076596,7.54817735076596,7.54817735076596,7.54817735076596,7.54817735076596,7.54817735076596,7.54817735076596,7.54817735076596,7.54817735076596,7.54817735076596
"data1200",-59.751806,-29.398417,1994-01-01,3.2762328402755,"SP",0,3.2762328402755,3.2762328402755,3.2762328402755,3.2762328402755,3.2762328402755,3.2762328402755,3.2762328402755,3.2762328402755,3.2762328402755,3.2762328402755,3.2762328402755
"data1201",-62.690333,-37.678167,2010-08-25,7.11126348062625,"SP",0,7.11126348062625,7.11126348062625,7.11126348062625,7.11126348062625,7.11126348062625,7.11126348062625,7.11126348062625,7.11126348062625,7.11126348062625,7.11126348062625,7.11126348062625
"data1202",-62.691222,-37.759278,2010-08-25,8.13477993298961,"SP",0,8.13477993298961,8.13477993298961,8.13477993298961,8.13477993298961,8.13477993298961,8.13477993298961,8.13477993298961,8.13477993298961,8.13477993298961,8.13477993298961,8.13477993298961
"data1203",-62.694472,-37.379583,2010-08-26,8.03509239003992,"SP",0,8.03509239003992,8.03509239003992,8.03509239003992,8.03509239003992,8.03509239003992,8.03509239003992,8.03509239003992,8.03509239003992,8.03509239003992,8.03509239003992,8.03509239003992
"data1204",-62.698722,-37.556222,2010-08-26,8.31717278814694,"SP",0,8.31717278814694,8.31717278814694,8.31717278814694,8.31717278814694,8.31717278814694,8.31717278814694,8.31717278814694,8.31717278814694,8.31717278814694,8.31717278814694,8.31717278814694
"data1205",-62.698556,-37.56525,2010-08-26,6.93687522341885,"SP",0,6.93687522341885,6.93687522341885,6.93687522341885,6.93687522341885,6.93687522341885,6.93687522341885,6.93687522341885,6.93687522341885,6.93687522341885,6.93687522341885,6.93687522341885
