"ID","X","Y","Date","CO_0-30","MaxDepth","Source"
"2451",-58.787214,-27.667944,2014-11-28,0.721137931392785,118,"sisINTA"
"2452",-58.708365,-27.806105,2015-01-28,0.12792919434054,106,"sisINTA"
"2453",-58.719866,-27.891379,2015-01-21,0.272674000197874,103,"sisINTA"
"2454",-58.757314,-27.984927,2015-01-21,0.39380548762245,111,"sisINTA"
"2455",-58.633114,-27.817075,2015-01-29,0.960919841599238,108,"sisINTA"
"2456",-58.70488,-27.880414,2015-02-26,0.647986880117642,92,"sisINTA"
"2457",-58.660738,-28.023945,2015-01-26,0.757823285979761,104,"sisINTA"
"2458",-58.645327,-27.847036,2015-01-22,0.446600084115635,100,"sisINTA"
"2459",-58.657259,-28.033117,2015-01-26,0.609531421710416,81,"sisINTA"
"2460",-58.669591,-27.853402,2015-01-22,0.560152044787683,76,"sisINTA"
"2461",-58.741017,-28.077332,2015-02-25,0.705968778370734,103,"sisINTA"
"2462",-58.676565,-27.948297,2015-07-14,0.668905580103166,91,"sisINTA"
"2463",-59.391625,-29.713914,1971-05-14,0.291448369157535,143,"sisINTA"
"2464",-59.388187,-29.665662,1972-02-23,0.777020525148465,133,"sisINTA"
"2465",-59.292007,-29.34593,1970-04-01,2.0591875902947,131,"sisINTA"
"2466",-59.41087,-29.75064,1972-07-20,0.706948491700065,162,"sisINTA"
"2468",-59.343964,-29.523228,1971-07-15,1.35240049663063,152,"sisINTA"
"2469",-59.321361,-29.497078,1971-05-10,1.06459816556842,112,"sisINTA"
"2470",-59.320273,-29.481491,1972-02-24,2.36851665574231,149,"sisINTA"
"2471",-59.261003,-29.322297,2012-05-30,1.06977748139855,100,"sisINTA"
"2473",-59.244533,-29.486969,2012-06-26,0.945250569782722,80,"sisINTA"
"2474",-59.183141,-29.297647,2012-06-28,0.768773720803644,96,"sisINTA"
"2475",-59.214986,-29.475703,2012-04-26,0.317326013464247,105,"sisINTA"
"2476",-59.202683,-29.43351,2016-10-24,0.616941230362058,126,"sisINTA"
"2477",-59.20096,-29.42573,2012-06-07,0.360696164246967,104,"sisINTA"
"2478",-59.250637,-29.280524,1970-02-21,0.553897775238649,138,"sisINTA"
"2479",-59.334638,-29.582077,1972-02-23,0.323747081945217,189,"sisINTA"
"2480",-59.141709,-29.20616,1970-02-27,0.509111633518862,150,"sisINTA"
"2481",-59.319638,-29.254302,1971-03-05,0.6997585672979,160,"sisINTA"
"2482",-59.05096,-29.07156,2012-07-31,0.291647151787566,130,"sisINTA"
"2483",-59.186028,-29.140722,2012-07-31,0.6556193300009,97,"sisINTA"
"2484",-58.9655,-29.288349,1971-03-05,0.298484288306595,130,"sisINTA"
"2485",-59.295917,-29.327333,2012-07-05,0.457441115735448,101,"sisINTA"
"2486",-58.898384,-29.177127,1970-02-14,0.188519518237249,166,"sisINTA"
"2487",-59.061502,-29.35681,1971-05-24,0.74778137565171,115,"sisINTA"
"2488",-59.328416,-29.449349,1971-01-16,0.455132856229043,203,"sisINTA"
"2489",-59.131156,-29.155279,1970-02-14,0.174895989910682,179,"sisINTA"
"2490",-59.356013,-29.625162,1972-02-25,1.24734117536184,140,"sisINTA"
"2491",-59.333382,-29.251114,1970-02-21,0.602566124258811,200,"sisINTA"
"2492",-59.34165,-29.644513,1972-02-18,0.707657291824834,129,"sisINTA"
"2493",-59.234833,-29.334694,2012-07-06,0.227823492684002,77,"sisINTA"
"2494",-59.388778,-29.678889,2012-06-08,1.20888412939665,76,"sisINTA"
"2495",-59.324969,-29.548543,2012-06-29,0.559743494040181,92,"sisINTA"
"2496",-59.248196,-29.558386,2012-06-06,0.522221310481349,59,"sisINTA"
"2497",-59.328806,-29.535222,2012-05-31,0.542495506093873,92,"sisINTA"
"2498",-59.390288,-29.545715,2012-05-30,0.209164105306061,136,"sisINTA"
"2499",-64.5167,-34.3583,1976-12-02,0.497356741809312,46,"sisINTA"
"2500",-62.125,-31.6081,1975-11-18,1.44970619436448,116,"sisINTA"
"2501",-59.330444,-29.53275,2012-05-31,0.347638928070779,91,"sisINTA"
"2503",-63.3258,-31.0714,1989-11-27,0.772311827956989,45,"sisINTA"
"2504",-62.9433,-33.2428,1970-11-20,0.891368794400692,138,"sisINTA"
"2505",-62.7664,-31.6775,1975-12-04,0.672646992228702,61,"sisINTA"
"2506",-59.307806,-29.359528,2012-07-04,0.487663841464708,115,"sisINTA"
"2507",-59.40725,-29.742972,2012-06-26,0.422350854099186,85,"sisINTA"
"2508",-59.232222,-29.571417,2012-06-06,1.23500859766207,95,"sisINTA"
"2509",-59.195631,-29.194406,1969-12-13,0.904853516613856,120,"sisINTA"
"2512",-62.9867,-33.6522,1972-06-27,1.80420382165605,75,"sisINTA"
"2513",-62.3831,-32.5556,1970-07-21,1.22910156205495,107,"sisINTA"
"2514",-62.1886,-33.5336,1972-12-20,1.68741776068512,106,"sisINTA"
"2515",-62.4092,-32.5692,1970-07-21,1.12665686674115,150,"sisINTA"
"2516",-64.0419,-30.7628,2000-06-27,1.41776245361119,44,"sisINTA"
"2517",-64.89,-32.2644,1999-02-02,2.2,10,"sisINTA"
"2518",-59.270426,-29.356434,1971-05-17,0.36342334028628,149,"sisINTA"
"2519",-59.288196,-29.41814,1970-12-17,0.247712728716343,165,"sisINTA"
"2520",-59.316031,-29.503379,1971-03-11,0.399442590993574,197,"sisINTA"
"2521",-64.2597,-30.5675,2000-04-25,1.62492558167791,46,"sisINTA"
"2522",-62.4461,-32.2314,1972-05-17,1.18384772258582,116,"sisINTA"
"2523",-59.349706,-29.620964,1971-05-15,0.383688204933718,298,"sisINTA"
"2524",-64.4508,-32.5553,1985-03-19,1.89409646100846,40,"sisINTA"
"2525",-63.1578,-33.3542,1986-11-04,1.5,19,"sisINTA"
"2526",-59.023842,-29.165543,1970-04-01,0.656104235708957,140,"sisINTA"
"2527",-59.277762,-29.358311,1971-03-11,0.264917721473255,188,"sisINTA"
"2528",-59.370444,-29.539528,2012-06-01,0.437670970671175,96,"sisINTA"
"2529",-62.575,-31.9108,1973-05-29,1.28104037768166,128,"sisINTA"
"2530",-62.5697,-32.3456,1969-11-25,2.02572040690226,110,"sisINTA"
"2531",-64.4319,-30.9878,2000-05-30,2.31402692125237,60,"sisINTA"
"2532",-64,-32.0639,1999-11-16,1.1,23,"sisINTA"
"2533",-63.5339,-32.085,1976-07-27,1.29803488633983,75,"sisINTA"
"2534",-64.4092,-34.6319,1976-12-03,0.886783270492948,45,"sisINTA"
"2535",-64.4678,-34.2261,1976-12-01,0.822220843672457,43,"sisINTA"
"2536",-64.2725,-30.5269,2000-04-26,1,15,"sisINTA"
"2537",-63.43,-34.2222,1978-04-27,1.46,24,"sisINTA"
"2538",-63.4178,-31.1481,2009-03-13,1.36693930591653,41,"sisINTA"
"2539",-62.8761,-32.2025,1972-10-18,2.73478082392237,113,"sisINTA"
"2540",-59.407278,-29.712167,2012-06-27,1.01473534830855,79,"sisINTA"
"2541",-59.354861,-29.320083,2012-07-05,0.51904630666112,77,"sisINTA"
"2542",-64.1986,-32.4992,1985-03-22,3.06484962406015,52,"sisINTA"
"2543",-62.5614,-33.9544,1973-06-13,0.770719670937024,94,"sisINTA"
"2544",-63.5214,-31.2928,2007-06-12,0.964305065524194,50,"sisINTA"
"2545",-62.2069,-31.5786,1975-11-19,1.6711852110727,60,"sisINTA"
"2546",-59.440639,-29.54075,2012-05-29,0.72516595306265,102,"sisINTA"
"2547",-59.159722,-29.151861,2012-08-01,0.957252722244313,95,"sisINTA"
"2548",-59.264972,-29.329806,2012-07-04,0.470475149709968,86,"sisINTA"
"2549",-59.424889,-29.7225,2012-06-27,0.729193723833565,95,"sisINTA"
"2550",-59.369417,-29.587944,2012-06-01,1.75626946469408,88,"sisINTA"
"2551",-59.316833,-29.502528,2012-06-28,0.411078411171022,92,"sisINTA"
"2552",-63.7814,-32.4031,1991-09-19,0.7,17,"sisINTA"
"2553",-64.1167,-30.7536,2000-03-27,1.3,30,"sisINTA"
"2554",-63.0428,-34.0128,1978-11-02,0.875748943115828,60,"sisINTA"
"2555",-62.9856,-32.0239,1972-10-17,1.32302247340226,105,"sisINTA"
"2557",-63.2719,-31.0394,1989-11-27,0.51555206863556,43,"sisINTA"
"2558",-59.342083,-29.644417,2012-06-05,0.578656253166213,115,"sisINTA"
"2560",-59.417083,-29.542667,2012-05-29,0.412076481867697,95,"sisINTA"
"2561",-61.126389,-33.722222,1972-01-01,1.91135767614495,130,"sisINTA"
"2562",-61.85,-34.1725,1983-01-01,1.00597905446671,32,"sisINTA"
"2563",-59.368583,-29.685583,2012-06-07,0.45932054512131,106,"sisINTA"
"2564",-59.051364,-28.849149,1970-06-05,1.27815162998707,140,"sisINTA"
"2565",-63.9228,-31.605,1977-05-31,1.5385590477436,78,"sisINTA"
"2566",-64.1808,-30.7611,2000-09-14,1.11328678206137,48,"sisINTA"
"2567",-63.4567,-34.2189,1978-04-27,0.680709976105137,42,"sisINTA"
"2568",-64.5961,-32.4303,1985-03-20,1.1551435877262,48,"sisINTA"
"2569",-63.2553,-34.2592,1978-04-28,0.817069436850738,46,"sisINTA"
"2573",-60.748333,-31.473611,1991-01-01,1.82970983232287,195,"sisINTA"
"2574",-58.989408,-29.004536,1970-02-17,0.31366316954286,156,"sisINTA"
"2575",-59.130736,-28.863864,1970-02-13,1.39416921041481,116,"sisINTA"
"2576",-59.122097,-28.992076,1970-06-04,0.57898158112336,180,"sisINTA"
"2577",-62.6014,-32.1108,1972-06-21,1.12614923610644,110,"sisINTA"
"2578",-64.3417,-30.7833,2000-05-08,1.81622208436725,30,"sisINTA"
"2579",-62.7047,-33.0514,1970-08-26,0.776915375838882,95,"sisINTA"
"2580",-60.458333,-33.634722,1972-01-01,0.630626644280036,65,"sisINTA"
"2581",-63.435,-31.0253,2009-09-15,0.553093169515082,43,"sisINTA"
"2582",-63.3669,-32.9189,1980-05-15,1.56803315412186,50,"sisINTA"
"2585",-58.8014,-29.032011,1970-06-09,0.246913078537122,64,"sisINTA"
"2586",-63.1381,-32.3956,1971-10-20,1.69594282900646,126,"sisINTA"
"2587",-63.8575,-32.8286,1980-10-28,0.694985313542825,50,"sisINTA"
"2588",-63.7194,-32.7331,1980-10-29,0.985873645085827,78,"sisINTA"
"2589",-62.875,-32.7525,1969-10-20,1.8517773856114,90,"sisINTA"
"2590",-59.02016,-28.819311,1970-02-18,0.240052078465985,200,"sisINTA"
"2591",-58.923758,-29.018013,1970-02-14,0.570054791109943,190,"sisINTA"
"2593",-58.996725,-28.993454,2012-08-08,0.317962539565102,96,"sisINTA"
"2595",-64.1739,-32.1875,2006-10-26,1.78487625871539,80,"sisINTA"
"2596",-61.699444,-30.196389,1990-01-01,1.82370067938455,205,"sisINTA"
"2601",-63.228128,-39.93435,1979-10-22,0.517873987985551,120,"sisINTA"
"2604",-63.382056,-39.875,1979-10-23,0.558653840260381,110,"sisINTA"
"2605",-62.707967,-40.883747,1979-10-24,0.538143993120809,85,"sisINTA"
"2606",-64.0964,-32.2039,2006-10-27,0.2,55,"sisINTA"
"2607",-62.3972,-33.5333,1971-12-08,1.15906287469014,180,"sisINTA"
"2608",-63.6039,-32.3508,1979-10-16,1.33068118358858,82,"sisINTA"
"2609",-64.4208,-34.6944,1976-11-30,0.674830184047452,43,"sisINTA"
"2610",-63.5842,-31.8161,1974-04-18,1.26721179081377,102,"sisINTA"
"2611",-62.198333,-34.241667,1985-01-01,1.24316264231054,98,"sisINTA"
"2612",-63.203422,-40.699667,1979-10-25,0.499794952886436,120,"sisINTA"
"2613",-63.5125,-32.1447,1976-07-27,1.0435250116877,54,"sisINTA"
"2614",-62.5536,-32.8628,1969-04-25,2.2189077121774,100,"sisINTA"
"2615",-63.5119,-31.1639,2007-06-15,2.08887219073757,49,"sisINTA"
"2616",-64.4167,-34.7,1976-11-30,0.658318970247853,85,"sisINTA"
"2617",-60.460518,-35.692284,1972-07-03,1.00811852056596,96,"sisINTA"
"2618",-60.40359,-35.771441,1972-11-23,1.26041993781602,100,"sisINTA"
"2623",-63.376694,-40.310028,1979-10-26,0.69277383032054,80,"sisINTA"
"2624",-60.67295,-35.853653,1987-12-01,0.848783883462781,115,"sisINTA"
"2625",-60.356272,-35.934283,1972-11-27,2.94722477721789,115,"sisINTA"
"2626",-60.084861,-35.803839,1972-07-05,0.696675438457873,90,"sisINTA"
"2627",-62.766528,-40.288028,1979-10-27,0.556142391068818,65,"sisINTA"
"2628",-60.387071,-36.108159,1973-11-28,0.343654266553792,55,"sisINTA"
"2629",-57.955556,-36.143056,1971-08-01,1.67246273496054,125,"sisINTA"
"2630",-60.241667,-35.973333,1972-11-30,0.554265391225311,75,"sisINTA"
"2631",-62.783083,-40.461472,1979-10-27,0.420027228024991,80,"sisINTA"
"2632",-58.70704,-36.083743,1974-01-22,2.32459967320261,60,"sisINTA"
"2633",-59.732887,-36.269492,1974-03-28,3.16883185351162,49,"sisINTA"
"2634",-60.384309,-36.106639,1973-11-28,1.500151091273,46,"sisINTA"
"2635",-60.414482,-36.161258,1973-11-28,2.60462263060686,68,"sisINTA"
"2636",-62.803889,-40.481556,1979-10-27,0.932868934977459,90,"sisINTA"
"2637",-58.634516,-35.945302,1975-09-02,1.96294035209384,70,"sisINTA"
"2638",-58.704881,-36.047325,1974-01-01,0.547120535714286,50,"sisINTA"
"2639",-58.872165,-35.621425,1973-11-01,1.9930502045621,62,"sisINTA"
"2640",-58.890341,-35.828458,1973-10-26,1.39825166080775,47,"sisINTA"
"2641",-57.885857,-35.533035,1972-04-15,0.789551204536802,93,"sisINTA"
"2642",-59.173044,-36.306945,1975-11-01,0.602037698512035,100,"sisINTA"
"2643",-58.737499,-36.269057,1974-01-15,2.11265095769091,65,"sisINTA"
"2644",-62.797069,-40.466639,1979-10-27,0.723140030194449,100,"sisINTA"
"2645",-58.154046,-36.981808,1969-12-16,1.5628421409039,140,"sisINTA"
"2646",-58.322129,-35.24629,1969-10-22,1.11483967401367,150,"sisINTA"
"2647",-63.296111,-40.686044,1979-10-25,0.494137363284751,100,"sisINTA"
"2648",-57.9103,-35.590824,1971-03-01,2.14421872379749,120,"sisINTA"
"2649",-57.9279,-36.116889,1973-10-13,1.64361489179427,90,"sisINTA"
"2650",-58.556077,-35.9297,1974-05-28,1.34228333434493,45,"sisINTA"
"2651",-57.88902,-36.16464,1974-08-01,1.58143271363781,85,"sisINTA"
"2652",-57.535071,-35.047168,1972-07-05,1.04057414027626,117,"sisINTA"
"2653",-57.117008,-36.276656,1974-11-01,1.26126216433078,72,"sisINTA"
"2654",-57.449011,-36.23828,1972-03-04,3.16235776056853,66,"sisINTA"
"2655",-57.510714,-35.05451,1972-07-03,2.33486385080536,90,"sisINTA"
"2656",-57.278605,-36.479554,1974-12-05,5.57199368857286,89,"sisINTA"
"2657",-57.404492,-36.222686,1974-12-01,1.74387138744735,75,"sisINTA"
"2658",-57.18719,-36.368661,1974-12-12,5.44467802906608,77,"sisINTA"
"2659",-57.226967,-36.63823,1974-12-12,2.09920409525482,85,"sisINTA"
"2660",-57.036389,-36.453567,1974-12-12,6.5746278398326,92,"sisINTA"
"2661",-57.350432,-35.302214,1972-05-02,3.23314748592342,166,"sisINTA"
"2662",-57.636635,-35.018614,1972-07-05,2.26490213822408,132,"sisINTA"
"2663",-57.201389,-35.315,1972-03-04,4.14303143469436,109,"sisINTA"
"2664",-57.201229,-35.315315,1972-03-04,1.62534439277448,80,"sisINTA"
"2665",-57.396222,-35.722424,1974-12-05,1.70618540816545,58,"sisINTA"
"2666",-56.832589,-36.538578,1974-12-18,0.447892895585333,117,"sisINTA"
"2667",-57.35183,-36.429414,1974-12-04,1.09838083204876,62,"sisINTA"
"2669",-62.4736,-33.3169,1970-11-26,1.3229853895282,130,"sisINTA"
"2670",-62.590139,-40.055472,1979-10-27,0.416169295274275,110,"sisINTA"
"2671",-64.6667,-34.3917,1976-12-02,0.71423459057002,81,"sisINTA"
"2672",-62.7183,-33.27,1971-07-20,1.40654200987497,140,"sisINTA"
"2673",-57.868333,-36.034167,1972-10-26,2.25946767589991,93,"sisINTA"
"2674",-60.412618,-36.159585,1973-11-28,0.422398404316382,55,"sisINTA"
"2675",-57.428186,-36.429971,1974-12-05,5.56389340918718,74,"sisINTA"
"2676",-63.4208,-34.1914,1978-04-28,1.05359383044016,55,"sisINTA"
"2677",-63.4528,-31.0014,2009-09-15,2.37789037967456,44,"sisINTA"
"2678",-61.844167,-30.339722,1990-01-01,1.71398264496792,200,"sisINTA"
"2679",-62.376639,-40.524611,1979-10-28,0.80347564949397,90,"sisINTA"
"2680",-62.256186,-40.555208,1979-10-27,0.838943557252679,150,"sisINTA"
"2681",-62.842833,-39.576917,1979-10-28,0.326363945909135,100,"sisINTA"
"2682",-62.808917,-39.610528,1979-10-28,1.23083081573378,80,"sisINTA"
"2683",-62.740036,-34.522828,1987-06-01,0.966160740436441,138,"sisINTA"
"2684",-61.945901,-35.412888,1989-06-05,1.11768559742274,90,"sisINTA"
"2685",-61.684832,-36.363754,1989-09-05,1.38118631529711,100,"sisINTA"
"2686",-61.713884,-36.600537,1989-09-05,0.305499438871625,200,"sisINTA"
"2687",-62.939445,-34.937572,1988-01-05,1.26148498638002,130,"sisINTA"
"2688",-62.086119,-36.305719,2016-12-09,1.42110914106983,87,"sisINTA"
"2689",-58.954164,-37.10646,1973-03-22,3.22648364464516,109,"sisINTA"
"2690",-58.179486,-36.970286,1969-12-10,1.363139097265,120,"sisINTA"
"2691",-57.243056,-37.041111,1972-11-01,1.03732749383174,68,"sisINTA"
"2692",-57.240833,-37.065,1974-05-08,2.38055510123726,59,"sisINTA"
"2693",-57.6168,-36.60017,1973-07-12,1.57189827355792,62,"sisINTA"
"2694",-56.96676,-36.621246,1974-12-12,2.86806263049301,58,"sisINTA"
"2695",-63.4669,-33.6122,1986-11-11,1.3,27,"sisINTA"
"2696",-62.57,-34.738889,1988-01-05,0.991801388486464,105,"sisINTA"
"2697",-62.955,-33.8547,1973-08-22,0.59596735169759,90,"sisINTA"
"2698",-61.819859,-35.616208,1989-06-20,1.83535410864036,115,"sisINTA"
"2699",-57.198039,-37.362429,1972-06-02,3.97970873749976,78,"sisINTA"
"2700",-58.483333,-37.736111,1970-02-01,5.98,28,"sisINTA"
"2701",-64.0186,-30.8544,2000-06-21,1.00881988030944,43,"sisINTA"
"2702",-58.022222,-37.821667,1970-06-01,3.73277419409191,70,"sisINTA"
"2703",-64.6947,-33.0228,1982-04-29,1.63936793980495,80,"sisINTA"
"2704",-61.9,-32.5667,1970-02-18,1.87921416677088,106,"sisINTA"
"2705",-57.929167,-37.945833,1970-03-24,8.86,15,"sisINTA"
"2706",-57.918611,-37.954444,1970-03-24,3.46243951225972,160,"sisINTA"
"2707",-59.389145,-36.386817,1972-03-09,3.49464413064824,180,"sisINTA"
"2708",-59.126245,-36.44815,1972-03-21,2.80881676134542,134,"sisINTA"
"2709",-60.472222,-36.677778,1971-08-27,0.865118527005467,65,"sisINTA"
"2710",-60.228559,-36.691154,1971-02-25,2.89512742711905,58,"sisINTA"
"2711",-60.450759,-36.843936,1971-05-20,2.44236860718034,113,"sisINTA"
"2712",-60.426314,-36.944677,1971-05-25,3.4809323889297,66,"sisINTA"
"2713",-59.115676,-36.766829,1974-01-21,2.99395167434622,86,"sisINTA"
"2714",-59.277166,-36.956582,1974-01-22,3.38446559444477,87,"sisINTA"
"2715",-61.236929,-37.145436,1988-11-01,3.16591992776239,115,"sisINTA"
"2716",-61.126443,-37.170563,1988-09-05,2.30732716900145,172,"sisINTA"
"2717",-60.335211,-37.11826,1972-07-12,4.14434479989292,47,"sisINTA"
"2718",-60.40875,-37.09873,1972-08-31,2.19586034148209,100,"sisINTA"
"2719",-60.419527,-37.184562,1972-07-21,3.89412832957124,111,"sisINTA"
"2720",-60.317482,-37.180943,1972-06-01,3.5151942479058,118,"sisINTA"
"2721",-59.475147,-37.283576,1971-12-15,3.54793757270339,108,"sisINTA"
"2722",-58.877778,-37.154167,1973-03-22,1.67968230847236,127,"sisINTA"
"2723",-60.817359,-37.581966,1989-05-05,2.19146295745338,70,"sisINTA"
"2724",-60.492388,-37.010168,1971-10-22,3.11454616225761,70,"sisINTA"
"2725",-61.466667,-38.033333,1986-11-02,2.55,25,"sisINTA"
"2726",-58.517943,-38.006483,1982-10-05,3.14229335669218,45,"sisINTA"
"2727",-62.6919,-31.5728,1979-10-19,1.49956056927777,78,"sisINTA"
"2728",-62.8083,-32.4447,1970-11-11,0.461384820640793,98,"sisINTA"
"2729",-62.8047,-32.1325,1972-10-19,1.47968450820922,87,"sisINTA"
"2730",-62.9222,-32.9739,1979-02-27,0.89323726095361,107,"sisINTA"
"2731",-62.8661,-32.3069,1972-10-17,0.847521714679473,81,"sisINTA"
"2732",-62.16,-32.3536,1971-10-22,0.884776922863789,129,"sisINTA"
"2733",-64.6036,-32.8156,1985-03-19,1.41596942537259,51,"sisINTA"
"2734",-62.9292,-32.7667,1969-10-20,1.24429317060885,96,"sisINTA"
"2735",-62.1006,-33.1764,1971-05-15,1.90916908305166,125,"sisINTA"
"2736",-62.9381,-32.4403,1970-11-13,1.09096872940439,86,"sisINTA"
"2737",-63.325278,-38.503194,1977-10-18,0.689578278650859,69,"sisINTA"
"2738",-61.868494,-38.840122,1977-10-20,0.783982980832783,70,"sisINTA"
"2739",-62.867056,-38.098944,1986-09-01,1.40572515239391,70,"sisINTA"
"2741",-57.477649,-36.64257,1974-12-04,2.85306147418975,90,"sisINTA"
"2742",-56.721308,-36.562319,1974-12-18,0.481858469917024,136,"sisINTA"
"2743",-58.176445,-36.984832,1969-12-12,2.79066500452222,130,"sisINTA"
"2744",-57.183922,-36.95952,1974-12-10,3.52397510911777,87,"sisINTA"
"2745",-57.18752,-36.865947,1974-12-10,2.89975036243999,55,"sisINTA"
"2746",-56.735399,-36.755142,1971-03-26,0.526081078814712,60,"sisINTA"
"2747",-56.964409,-36.985899,1972-01-05,3.51626899435049,112,"sisINTA"
"2748",-57.342109,-37.09804,1972-01-05,4.24716089937353,54,"sisINTA"
"2749",-57.163056,-37.056667,1972-08-05,3.88239213129786,98,"sisINTA"
"2750",-57.272646,-37.207423,1974-12-01,1.39814137977388,60,"sisINTA"
"2751",-57.294833,-37.255851,1974-12-05,2.00623239216848,82,"sisINTA"
"2752",-57.107663,-37.326888,1974-12-11,4.69055820277904,48,"sisINTA"
"2753",-57.208174,-37.436592,1972-03-27,3.60711326838974,55,"sisINTA"
"2754",-57.289545,-37.592819,1971-03-29,2.13479122453311,90,"sisINTA"
"2755",-57.265278,-37.614722,1971-03-26,0.02,100,"sisINTA"
"2757",-57.326731,-37.618157,1971-03-26,1.95910637055101,94,"sisINTA"
"2758",-57.335806,-37.614034,1971-03-25,2.03168180394613,40,"sisINTA"
"2759",-57.243056,-37.545,1971-03-25,3.52461598268101,55,"sisINTA"
"2760",-57.340977,-37.52409,1971-03-25,3.49269146123316,121,"sisINTA"
"2761",-58.2625,-37.808333,1973-10-05,1.51004917959104,95,"sisINTA"
"2762",-58.159944,-37.892539,1970-03-03,2.70588796666315,135,"sisINTA"
"2763",-60.205196,-36.835959,1970-08-27,3.50617129873217,51,"sisINTA"
"2764",-61.090163,-37.183748,1988-06-01,2.27441790673118,153,"sisINTA"
"2765",-59.829603,-37.221157,1972-11-30,3.38866889328931,88,"sisINTA"
"2766",-59.969895,-37.193596,1972-12-15,3.48674534221031,108,"sisINTA"
"2767",-61.472331,-37.377956,1988-05-05,4.81373041575277,120,"sisINTA"
"2768",-60.955252,-37.365404,1988-05-06,2.33796333979113,150,"sisINTA"
"2769",-60.802663,-37.456248,1988-05-06,0.762975019319192,89,"sisINTA"
"2770",-60.574877,-37.374822,1988-11-01,1.43173501636386,93,"sisINTA"
"2771",-60.723174,-37.361479,1988-11-01,0.660375772952309,81,"sisINTA"
"2773",-60.872671,-37.540161,1988-12-03,1.3491841034285,39,"sisINTA"
"2774",-60.698317,-37.470591,1988-11-01,0.764505101448272,95,"sisINTA"
"2775",-59.273193,-37.46736,1971-09-01,3.1737646197778,98,"sisINTA"
"2776",-63.349167,-36.563333,1990-11-11,0.527015720491677,110,"sisINTA"
"2777",-61.96948,-36.84632,1989-11-01,1.59946105020975,68,"sisINTA"
"2778",-63.240278,-37.236389,1990-11-13,1.08654842174341,85,"sisINTA"
"2779",-63.384373,-37.242704,1990-11-13,1.24779569892473,38,"sisINTA"
"2780",-62.711668,-37.090204,1990-12-11,1.17939192947198,69,"sisINTA"
"2781",-62.711668,-37.090204,1990-12-15,1.66891637457298,65,"sisINTA"
"2782",-62.369382,-37.051023,1989-12-01,3.16276166304084,75,"sisINTA"
"2783",-62.417345,-37.185791,1989-12-02,2.00206186059451,60,"sisINTA"
"2784",-62.418738,-37.181802,1989-12-02,2.4,20,"sisINTA"
"2785",-62.880374,-37.641116,1989-12-03,1.16878007485297,35,"sisINTA"
"2786",-62.977308,-37.559838,1989-12-03,1.09100700074569,85,"sisINTA"
"2787",-62.861484,-37.52752,1989-12-04,1.49150012273686,80,"sisINTA"
"2788",-62.968652,-37.621368,1989-12-04,1.30985261627113,100,"sisINTA"
"2789",-62.605622,-37.530913,1989-12-05,2.85540395359744,115,"sisINTA"
"2790",-62.520214,-37.622113,1989-12-06,1.63895194369364,115,"sisINTA"
"2791",-62.542422,-37.636348,1989-12-06,2.70478804256038,37,"sisINTA"
"2792",-62.310278,-37.654167,1990-08-01,1.66106119209945,120,"sisINTA"
"2793",-62.435872,-37.705859,1989-12-07,2.56208568286569,120,"sisINTA"
"2794",-62.380411,-37.965388,1989-12-07,1.00585912049939,75,"sisINTA"
"2795",-62.17656,-37.911565,1989-12-08,1.94037726019993,110,"sisINTA"
"2796",-58.367518,-38.274466,1981-06-05,0.996134654047869,78,"sisINTA"
"2797",-58.163923,-38.345466,1981-06-06,2.36220137756529,110,"sisINTA"
"2798",-61.156389,-38.320833,1985-03-05,2.31153891324773,40,"sisINTA"
"2799",-60.761747,-38.243832,1987-11-01,1.42408967853654,88,"sisINTA"
"2800",-60.244313,-38.027927,1983-07-05,2.27985246904143,41,"sisINTA"
"2801",-60.268303,-38.247338,1980-06-04,1.60393542848955,110,"sisINTA"
"2802",-58.661675,-38.143606,1982-10-05,2.99321181673298,110,"sisINTA"
"2803",-58.968039,-38.260668,1982-11-14,3.68678966145664,140,"sisINTA"
"2804",-58.597607,-38.319632,1982-12-10,1.53982607190012,40,"sisINTA"
"2805",-58.630134,-38.303778,1982-10-05,2.43226284522537,140,"sisINTA"
"2806",-61.215505,-38.414291,1985-06-05,2.47715098711029,140,"sisINTA"
"2807",-61.13691,-38.449819,1985-06-05,1.9509920702048,75,"sisINTA"
"2808",-60.674808,-38.450559,1987-12-05,1.69745831167903,85,"sisINTA"
"2809",-60.471029,-38.343757,1986-10-30,2.0622584836079,70,"sisINTA"
"2810",-60.117623,-38.411625,1986-10-25,3.63840035296181,172,"sisINTA"
"2811",-59.948454,-38.345423,1983-11-11,1.55714235813921,130,"sisINTA"
"2812",-59.705792,-38.351409,1983-11-11,0.568907062199158,64,"sisINTA"
"2813",-59.526488,-38.479162,1983-11-11,1.57492771621751,95,"sisINTA"
"2814",-59.521259,-38.449042,1983-11-12,1.06964422733113,150,"sisINTA"
"2815",-59.482203,-38.430059,1983-11-16,1.35617225996113,80,"sisINTA"
"2816",-59.351091,-38.497836,1983-11-17,1.1999417016963,63,"sisINTA"
"2817",-59.238684,-38.354139,1983-11-16,2.69432770077397,105,"sisINTA"
"2818",-59.175369,-38.432637,1983-11-17,2.43,20,"sisINTA"
"2819",-59.375287,-38.608621,1983-11-15,3.09234196932578,128,"sisINTA"
"2820",-58.584368,-38.454193,1983-11-18,3.88074449022589,142,"sisINTA"
