"ID","X","Y","Date","OCSKGM","Source","type","top","bottom"
"1582",-58.317328,-30.306344,1971-12-07 00:00:00,13.240510812724,"sisINTA","SP",0,30
"1583",-58.349386,-30.390797,1972-11-29 00:00:00,12.2883396755092,"sisINTA","SP",0,30
"1586",-60.54905,-31.831167,1970-04-22 00:00:00,6.16584826306159,"sisINTA","SP",0,30
"1587",-56.132221,-27.453391,1982-01-25 00:00:00,9.09997276533471,"sisINTA","SP",0,30
"1590",-58.853683,-33.830328,1976-10-23 00:00:00,25.869245583234,"sisINTA","SP",0,30
"1591",-58.7765,-33.760513,1976-10-24 00:00:00,30.6475047690126,"sisINTA","SP",0,30
"1593",-56.205875,-27.719634,1981-12-18 00:00:00,10.6502426064612,"sisINTA","SP",0,30
"1594",-57.512859,-27.563782,1979-12-18 00:00:00,1.19097317585145,"sisINTA","SP",0,30
"1598",-58.374447,-28.804294,1980-10-07 00:00:00,1.9610163561764,"sisINTA","SP",0,30
"1599",-58.8614,-33.831532,1976-12-10 00:00:00,20.1351297897974,"sisINTA","SP",0,30
"1601",-59.442021,-33.276481,1976-12-04 00:00:00,6.05876391671527,"sisINTA","SP",0,30
"1603",-58.607589,-33.703538,1976-11-14 00:00:00,37.1995309592546,"sisINTA","SP",0,30
"1605",-58.79333,-33.835663,1976-10-23 00:00:00,18.4249385624991,"sisINTA","SP",0,30
"1606",-58.842643,-33.837509,1976-10-23 00:00:00,32.3685651221014,"sisINTA","SP",0,30
"1607",-58.594874,-33.691379,1976-12-13 00:00:00,8.54085489926967,"sisINTA","SP",0,30
"1608",-60.532065,-31.851735,1970-07-14 00:00:00,5.93813835354687,"sisINTA","SP",0,30
"1609",-60.526795,-31.852707,1970-07-27 00:00:00,9.50914847609156,"sisINTA","SP",0,30
"1610",-59.411779,-32.900987,1970-09-25 00:00:00,7.73556174430399,"sisINTA","SP",0,30
"1612",-59.664534,-31.200734,1971-06-25 00:00:00,13.3782344541199,"sisINTA","SP",0,30
"1613",-59.659609,-31.183578,1971-06-30 00:00:00,7.20919767383017,"sisINTA","SP",0,30
"1614",-59.660472,-31.221179,1971-06-30 00:00:00,13.7167787999493,"sisINTA","SP",0,30
"1615",-59.868772,-31.126492,1972-08-10 00:00:00,2.08981871157904,"sisINTA","SP",0,30
"1616",-56.07498,-27.742244,1981-12-11 00:00:00,8.56978909996696,"sisINTA","SP",0,30
"1617",-56.689444,-27.525481,1982-03-24 00:00:00,8.34512057049842,"sisINTA","SP",0,30
"1618",-59.229527,-29.348035,1970-12-16 00:00:00,0.953053688984499,"sisINTA","SP",0,30
"1619",-58.662317,-29.675937,1986-08-21 00:00:00,10.9513938286185,"sisINTA","SP",0,30
"1620",-59.841082,-31.210429,1972-08-10 00:00:00,11.1495284186303,"sisINTA","SP",0,30
"1621",-59.802354,-31.308831,1972-07-11 00:00:00,7.48647532840133,"sisINTA","SP",0,30
"1622",-60.046066,-31.664595,1972-10-10 00:00:00,8.20968805533346,"sisINTA","SP",0,30
"1623",-59.355931,-32.85452,1970-09-23 00:00:00,9.19738206769362,"sisINTA","SP",0,30
"1624",-59.348013,-32.842633,1970-09-23 00:00:00,11.9750097146313,"sisINTA","SP",0,30
"1625",-59.408785,-32.875715,1970-11-03 00:00:00,10.3715059445509,"sisINTA","SP",0,30
"1626",-58.598891,-27.391462,1971-12-07 00:00:00,3.61604653887772,"sisINTA","SP",0,30
"1627",-59.413728,-32.880519,1970-11-03 00:00:00,9.18453229091291,"sisINTA","SP",0,30
"1628",-59.371569,-32.870491,1970-11-03 00:00:00,10.1451570848825,"sisINTA","SP",0,30
"1629",-59.622454,-30.943216,1971-04-29 00:00:00,18.7823580869874,"sisINTA","SP",0,30
