"ID","X","Y","Date","OCSKGM","Source","type","top","bottom","OCSKGM2015","OCSKGM2014","OCSKGM2013","OCSKGM2012","OCSKGM2011","OCSKGM2010","OCSKGM2009","OCSKGM2008","OCSKGM2007","OCSKGM2006","OCSKGM2005"
"1193",-59.610584,-31.450136,1973-04-12,7.5541512753636,"sisINTA","SP",0,30,6.80402405371999,6.80402405371999,6.80402405371999,6.80402405371999,6.80402405371999,6.80402405371999,6.80402405371999,6.80402405371999,6.80402405371999,6.80402405371999,6.80402405371999
"1195",-59.415956,-31.324498,1973-04-14,9.36794588532496,"sisINTA","SP",0,30,8.43770885891219,8.43770885891219,8.43770885891219,8.43770885891219,8.43770885891219,8.43770885891219,8.43770885891219,8.43770885891219,8.43770885891219,8.43770885891219,8.43770885891219
"1196",-60.051756,-31.677787,1972-10-11,5.5600160109478,"sisINTA","SP",0,30,4.95675427375996,4.95675427375996,4.95675427375996,4.95675427375996,4.95675427375996,4.95675427375996,4.95675427375996,4.95675427375996,4.95675427375996,4.95675427375996,4.95675427375996
"1197",-58.107506,-31.368714,1972-06-02,1.01265403975162,"sisINTA","SP",0,30,0.883216600390568,0.883216600390568,0.883216600390568,0.883216600390568,0.883216600390568,0.883216600390568,0.883216600390568,0.883216600390568,0.883216600390568,0.883216600390568,0.883216600390568
"1198",-59.762611,-31.389848,1973-04-11,9.30685236322829,"sisINTA","SP",0,30,8.38268192355972,8.38268192355972,8.38268192355972,8.38268192355972,8.38268192355972,8.38268192355972,8.38268192355972,8.38268192355972,8.38268192355972,8.38268192355972,8.38268192355972
"1199",-59.847194,-31.485665,1973-04-12,8.89128432900563,"sisINTA","SP",0,30,7.92657997930852,7.92657997930852,7.92657997930852,7.92657997930852,7.92657997930852,7.92657997930852,7.92657997930852,7.92657997930852,7.92657997930852,7.92657997930852,7.92657997930852
"1200",-59.782758,-31.387484,1973-04-12,6.75326763277416,"sisINTA","SP",0,30,6.08266815683969,6.08266815683969,6.08266815683969,6.08266815683969,6.08266815683969,6.08266815683969,6.08266815683969,6.08266815683969,6.08266815683969,6.08266815683969,6.08266815683969
"1201",-59.61881,-31.366425,1973-04-13,6.89539840773895,"sisINTA","SP",0,30,6.21068534585047,6.21068534585047,6.21068534585047,6.21068534585047,6.21068534585047,6.21068534585047,6.21068534585047,6.21068534585047,6.21068534585047,6.21068534585047,6.21068534585047
"1202",-59.415854,-31.211776,1977-08-29,14.1777063079477,"sisINTA","SP",0,30,11.8477420532996,11.8477420532996,11.8477420532996,11.8477420532996,11.8477420532996,11.8477420532996,11.8477420532996,11.8477420532996,11.8477420532996,11.8477420532996,11.8477420532996
"1203",-59.384313,-31.244038,1977-08-19,11.5172083196136,"sisINTA","SP",0,30,9.6244703043683,9.6244703043683,9.6244703043683,9.6244703043683,9.6244703043683,9.6244703043683,9.6244703043683,9.6244703043683,9.6244703043683,9.6244703043683,9.6244703043683
"1204",-59.460602,-31.075674,1985-10-10,11.0561377157834,"sisINTA","SP",0,30,7.78200626104445,7.78200626104445,7.78200626104445,7.78200626104445,7.78200626104445,7.78200626104445,7.78200626104445,7.78200626104445,7.78200626104445,7.78200626104445,7.78200626104445
"1205",-59.570071,-32.954857,1992-08-25,7.97885821380577,"sisINTA","SP",0,30,6.48721067073478,6.48721067073478,6.48721067073478,6.48721067073478,6.48721067073478,6.42736923413124,6.36752779752769,6.30768636092415,6.24784492432061,6.33022663537815,6.4126083464357
