"ID","X","Y","Date","OCSKGM","Source","type","top","bottom","OCSKGM2015","OCSKGM2014","OCSKGM2013","OCSKGM2012","OCSKGM2011","OCSKGM2010","OCSKGM2009","OCSKGM2008","OCSKGM2007","OCSKGM2006","OCSKGM2005","optional"
"1195",-59.415956,-31.324498,1973-04-14,9.36794588532496,"sisINTA","SP",0,30,8.43770885891219,8.43770885891219,8.43770885891219,8.43770885891219,8.43770885891219,8.43770885891219,8.43770885891219,8.43770885891219,8.43770885891219,8.43770885891219,8.43770885891219,TRUE
"1196",-60.051756,-31.677787,1972-10-11,5.5600160109478,"sisINTA","SP",0,30,4.95675427375996,4.95675427375996,4.95675427375996,4.95675427375996,4.95675427375996,4.95675427375996,4.95675427375996,4.95675427375996,4.95675427375996,4.95675427375996,4.95675427375996,TRUE
"1197",-58.107506,-31.368714,1972-06-02,1.01265403975162,"sisINTA","SP",0,30,0.883216600390568,0.883216600390568,0.883216600390568,0.883216600390568,0.883216600390568,0.883216600390568,0.883216600390568,0.883216600390568,0.883216600390568,0.883216600390568,0.883216600390568,TRUE
"1198",-59.762611,-31.389848,1973-04-11,9.30685236322829,"sisINTA","SP",0,30,8.38268192355972,8.38268192355972,8.38268192355972,8.38268192355972,8.38268192355972,8.38268192355972,8.38268192355972,8.38268192355972,8.38268192355972,8.38268192355972,8.38268192355972,TRUE
"1199",-59.847194,-31.485665,1973-04-12,8.89128432900563,"sisINTA","SP",0,30,7.92657997930852,7.92657997930852,7.92657997930852,7.92657997930852,7.92657997930852,7.92657997930852,7.92657997930852,7.92657997930852,7.92657997930852,7.92657997930852,7.92657997930852,TRUE
"1200",-59.782758,-31.387484,1973-04-12,6.75326763277416,"sisINTA","SP",0,30,6.08266815683969,6.08266815683969,6.08266815683969,6.08266815683969,6.08266815683969,6.08266815683969,6.08266815683969,6.08266815683969,6.08266815683969,6.08266815683969,6.08266815683969,TRUE
"1201",-59.61881,-31.366425,1973-04-13,6.89539840773895,"sisINTA","SP",0,30,6.21068534585047,6.21068534585047,6.21068534585047,6.21068534585047,6.21068534585047,6.21068534585047,6.21068534585047,6.21068534585047,6.21068534585047,6.21068534585047,6.21068534585047,TRUE
"1202",-59.415854,-31.211776,1977-08-29,14.1777063079477,"sisINTA","SP",0,30,11.8477420532996,11.8477420532996,11.8477420532996,11.8477420532996,11.8477420532996,11.8477420532996,11.8477420532996,11.8477420532996,11.8477420532996,11.8477420532996,11.8477420532996,TRUE
"1203",-59.384313,-31.244038,1977-08-19,11.5172083196136,"sisINTA","SP",0,30,9.6244703043683,9.6244703043683,9.6244703043683,9.6244703043683,9.6244703043683,9.6244703043683,9.6244703043683,9.6244703043683,9.6244703043683,9.6244703043683,9.6244703043683,TRUE
"1204",-59.460602,-31.075674,1985-10-10,11.0561377157834,"sisINTA","SP",0,30,7.78200626104445,7.78200626104445,7.78200626104445,7.78200626104445,7.78200626104445,7.78200626104445,7.78200626104445,7.78200626104445,7.78200626104445,7.78200626104445,7.78200626104445,TRUE
"1205",-59.570071,-32.954857,1992-08-25,7.97885821380577,"sisINTA","SP",0,30,6.48721067073478,6.48721067073478,6.48721067073478,6.48721067073478,6.48721067073478,6.42736923413124,6.36752779752769,6.30768636092415,6.24784492432061,6.33022663537815,6.4126083464357,TRUE
"1206",-59.544739,-32.921128,1992-08-26,6.63791267901397,"sisINTA","SP",0,30,5.39695490367231,5.39695490367231,5.39695490367231,5.39695490367231,5.39695490367231,5.3471705585797,5.2973862134871,5.24760186839449,5.19781752330189,5.26635397171271,5.33489042012353,TRUE
"1207",-59.54496,-32.888102,1992-08-27,10.0441270799578,"sisINTA","SP",0,30,8.16637752235969,8.16637752235969,8.16637752235969,8.16637752235969,8.16637752235969,8.09104656926,8.01571561616032,7.94038466306064,7.86505370996096,7.96875932206152,8.07246493416208,TRUE
"1208",-59.583818,-32.71649,1992-09-23,8.50765483950059,"sisINTA","SP",0,30,6.91714876725595,6.91714876725595,6.91714876725595,6.91714876725595,6.91714876725595,6.8533413559597,6.78953394466345,6.72572653336719,6.66191912207094,6.74976065828878,6.83760219450662,TRUE
"1209",-59.645297,-32.819013,1992-09-25,11.3617917239717,"sisINTA","SP",0,30,9.23770476117519,9.23770476117519,9.23770476117519,9.23770476117519,9.23770476117519,9.1524913232454,9.06727788531562,8.98206444738583,8.89685100945604,9.01416150900605,9.13147200855606,TRUE
"1210",-59.68025,-32.855654,1992-09-25,9.69087178132023,"sisINTA","SP",0,30,7.87916330180241,7.87916330180241,7.87916330180241,7.87916330180241,7.87916330180241,7.80648176344251,7.73380022508261,7.66111868672271,7.58843714836281,7.68849539950494,7.78855365064707,TRUE
"1211",-59.576318,-32.600983,1992-10-07,10.1598430959073,"sisINTA","SP",0,30,8.26046042912743,8.26046042912743,8.26046042912743,8.26046042912743,8.26046042912743,8.18426160590812,8.10806278268882,8.03186395946951,7.95566513625021,8.06056551621545,8.1654658961807,TRUE
"1212",-59.693176,-32.786559,1992-10-20,7.77367327370821,"sisINTA","SP",0,30,6.32038505518846,6.32038505518846,6.32038505518846,6.32038505518846,6.32038505518846,6.26208250563565,6.20377995608284,6.14547740653003,6.08717485697721,6.16743803352825,6.24770121007929,TRUE
"1213",-59.762167,-32.761948,1992-10-21,3.77149046039133,"sisINTA","SP",0,30,3.06641031882117,3.06641031882117,3.06641031882117,3.06641031882117,3.06641031882117,3.03812414036824,3.0098379619153,2.98155178346237,2.95326560500943,2.99220624401297,3.03114688301651,TRUE
